date;sample;treatment;complex;density;sev_spo;sev_chlo;sev_nec
4;3;2;0;17.677643;0.05372617;0.08492201;0
4;4a;2;0;17.555556;0.077777778;0.102222222;0
4;4b;2;0;12.185687;0.00967118;0.056092843;0
4;5a;2;0;32.008368;0.182008368;0.089958159;0
4;5b;2;0;19.542254;0.070422535;0.045774648;0
4;6a;2;0;39.956803;0.184549356;0.113733906;0.006437768
4;6b;2;0;21.428571;0.088768116;0.047101449;0.010869565
4;7;2;0;9.278351;0.043298969;0.043298969;0
4;8;2;0;20.08547;0.123931624;0.085470085;0
4;9a;2;0;97.987928;0.4055666;0.37972167;0.011928429
4;9b;2;0;28.621908;0.121908127;0.097173145;0
4;10;2;0;13.303769;0.079822616;0.046563193;0
4;11;2;0;101.388889;0.414351852;0.189814815;0
4;12a;2;0;15.754923;0.085339168;0.04595186;0
4;12b;2;0;7.815631;0.018036072;0.066132265;0
4;13a;2;0;15.109344;0.071570577;0.07554672;0
4;13b;2;0;11.154599;0.048923679;0.054794521;0
4;14;2;0;32.5;0.140384615;0.136538462;0
4;15a;2;0;55;0.233954451;0.173913043;0.00621118
4;15b;2;0;39.788732;0.11971831;0.154929577;0
4;19a;1;0;7.407407;0.027290448;0.035087719;0
4;19b;1;0;3.909465;;;
4;20a;1;0;2.826087;;;
4;20b;1;0;5.598456;;;
4;21;1;0;14.62963;0.061111111;0.02037037;0
4;22a;1;0;20.366599;0.097759674;0.126272912;0
4;22b;1;0;23.69338;0.099303136;0.163763066;0
4;23a;1;0;10.816327;0.048979592;0.016326531;0
4;23b;1;0;10.204082;0.033395176;0.031539889;0
4;24a;1;0;16.181818;0.063636364;0.032727273;0
4;24b;1;0;4.752066;0.008264463;0.039256198;0
4;25;1;0;11.401869;0.035514019;0.031775701;0
4;26;1;0;6.355932;0.031779661;0.036016949;0
4;27a;1;0;59.465021;0.211934156;0.139917695;0
4;27b;1;0;27.115717;0.082901554;0.146804836;0
4;28;1;0;8.536585;0.044715447;0.030487805;0
4;29;1;0;51.633987;0.250544662;0.002178649;0
4;30;1;0;27.158273;0.098920863;0.106115108;0
4;31;1;0;22.290389;;;
4;32a;1;0;34.682081;0.183044316;0.052023121;0
4;32b;1;0;25.524476;0.092657343;0.13986014;0
4;33a;1;0;7.358491;0.033962264;0.028301887;0
4;33b;1;0;7.899461;0.034111311;0.035906643;0
4;34a;1;0;15.217391;0.076086957;0.069875776;0
4;34b;1;0;11.413043;0.047101449;0.054347826;0
4;35a;1;0;27.978339;0.129963899;0.099277978;0
4;35b;1;0;26.375712;0.119544592;0.10056926;0
4;35c;1;0;28.971963;0.112149533;0.102803738;0
4;36;1;1;7.654321;0.028625954;0.038167939;0.227099237
4;37;1;1;0;;;0.584450402
4;38;1;1;8.656036;0.031890661;0.01594533;0
4;39;1;1;6.05428;0.03950104;0.031185031;0.004158004
4;40;1;1;18.62069;0.039893617;;0.228723404
4;41a;1;1;14.285714;0.07032967;0.026373626;0
4;41b;1;1;18.711019;0.0997921;0.143451143;0
4;42a;1;1;2.97619;0.007211538;;0.596153846
4;43;1;1;15.667311;0.067698259;0.034816248;0
4;45;1;1;15;0.043269231;0.004807692;0.375
4;46;1;1;7.486631;0.015486726;0.017699115;0.586283186
4;47;1;1;0;0;;0.613924051
4;48a;1;1;71.153846;0.056511057;0.036855037;0.616707617
4;48b;1;1;7.317073;0.017156863;0.004901961;0.397058824
4;49;1;1;22.067039;0.06626506;0.012048193;0.281124498
4;50a;1;1;71.73913;0.048951049;;0.785547786
4;50b;1;1;24.481328;0.043731778;0.064139942;0.297376093
4;51a;1;1;38.857143;0.122004357;0.124183007;0.237472767
4;51b;1;1;19.574468;0.049450549;0.063186813;0.354395604
4;52a;1;1;23.866348;0.080645161;0.050403226;0.155241935
4;52b;1;1;30.917874;0.04516129;0.025806452;0.55483871
4;53a;1;1;36.865342;0.169977925;0.116997792;0
4;53b;1;1;10.638298;0.004761905;;0.776190476
4;54a;1;1;13.084112;0.049250535;0.025695931;0.312633833
4;54b;1;1;11.612903;0.018867925;0.007075472;0.634433962
4;57a;0;1;7.529412;;;
4;57b;0;1;15.970516;;;
4;58a;0;0;31.397849;;;
4;58b;0;0;23.201856;;;
4;59a;0;0;20.614035;;;
4;59b;0;0;16.901408;;;
4;60a;0;0;4.710921;;;
4;60b;0;0;0;;;
4;61;0;0;28.541667;0.108333333;0.11875;0
4;62;0;0;3.769401;0.015521064;0.031042129;0
4;63;0;0;18.27957;0.090322581;0.144086022;0
4;64;0;0;12.138728;0.055876686;0.065510597;0
4;65a;0;0;9.288538;0.037549407;0.088932806;0
4;65b;0;0;7.4;0.012;0.076;0
4;66;0;0;12.875536;0.038626609;0.158798283;0
4;67;0;0;5.422993;0.023861171;0.069414317;0
4;68;0;0;13.625866;0.062355658;0.07852194;0
4;69;0;0;33.472803;0.154811715;0.154811715;0
4;70;0;0;14.159292;0.055309735;0.064159292;0
4;71a;0;0;22.244489;0.134268537;0.186372745;0
4;71b;0;0;18.632075;0.075471698;0.091981132;0
4;72;0;0;31.969309;0.16112532;0.219948849;0
4;73;0;0;16.403162;0.071146245;0.075098814;0
4;74;0;0;7.505519;0.028697572;0.092715232;0
9;3;2;0;17.677643;0.06932409;0.010398614;0
9;4a;2;0;17.555556;0.133333333;0.008888889;0.002222222
9;4b;2;0;12.185687;0.050290135;0.050290135;0
9;5a;2;0;32.008368;0.213389121;0.025104603;0
9;5b;2;0;19.542254;0.10915493;0.051056338;0
9;6a;2;0;39.956803;0.246781116;;0.004291845
9;6b;2;0;21.428571;0.112318841;;0.010869565
9;7;2;0;9.278351;0.06185567;0.012371134;0
9;8;2;0;20.08547;0.143162393;0.021367521;0
9;9a;2;0;97.987928;0.302186879;0.44333996;0.015904573
9;9b;2;0;28.621908;0.164310954;0.180212014;0.003533569
9;10;2;0;13.303769;0.115299335;0.006651885;0
9;11;2;0;101.388889;0.4375;0.502314815;0
9;12a;2;0;15.754923;0.085339168;;0
9;12b;2;0;7.815631;0.034068136;0.044088176;0.002004008
9;13a;2;0;15.109344;0.109343936;0.02584493;0
9;13b;2;0;11.154599;0.056751468;0.029354207;0
9;14;2;0;32.5;0.178846154;0.063461538;0
9;15a;2;0;55;0.227743271;0.33126294;0.00621118
9;15b;2;0;39.788732;0.165492958;0.181338028;0
9;19a;1;0;7.407407;0.058479532;0.009746589;0
9;19b;1;0;3.909465;0.016460905;0.016460905;0
9;20a;1;0;2.826087;0.019565217;0.019565217;0
9;20b;1;0;5.598456;0.027027027;0.005791506;0
9;21;1;0;14.62963;0.094444444;0.024074074;0
9;22a;1;0;20.366599;0.144602851;0.057026477;0
9;22b;1;0;23.69338;0.120209059;0.167247387;0
9;23a;1;0;10.816327;0.081632653;0.06122449;0
9;23b;1;0;10.204082;0.063079777;0.064935065;0
9;24a;1;0;16.181818;0.092727273;0.043636364;0
9;24b;1;0;4.752066;0.016528926;0.024793388;0
9;25;1;0;11.401869;0.057943925;0.089719626;0
9;26;1;0;6.355932;0.044491525;0.038135593;0
9;27a;1;0;59.465021;0.329218107;0.347736626;0
9;27b;1;0;27.115717;0.138169257;0.143350604;0
9;28;1;0;8.536585;0.069105691;0.040650407;0.00203252
9;29;1;0;51.633987;0.263616558;0.169934641;0
9;30;1;0;27.158273;0.147482014;0.136690647;0
9;31;1;0;22.290389;0.124744376;0.016359918;0
9;32a;1;0;34.682081;0.198458574;0.204238921;0
9;32b;1;0;25.524476;0.132867133;0.211538462;0
9;33a;1;0;7.358491;0.052830189;0.067924528;0.001886792
9;33b;1;0;7.899461;0.064631957;0.082585278;0
9;34a;1;0;15.217391;0.079192547;0.090062112;0
9;34b;1;0;11.413043;0.061594203;0.094202899;0
9;35a;1;0;27.978339;0.178700361;0.171480144;0
9;35b;1;0;26.375712;0.163187856;0.231499051;0
9;35c;1;0;28.971963;0.144859813;0.130841121;0
9;36;1;1;7.654321;0.034351145;0.045801527;0.238549618
9;37;1;1;0;0.002680965;0;0.584450402
9;38;1;1;8.656036;0.034168565;0.075170843;0
9;39;1;1;6.05428;0.051975052;0.031185031;0.01039501
9;40;1;1;18.62069;0.087765957;0.039893617;0.223404255
9;41a;1;1;14.285714;0.098901099;0.079120879;0
9;41b;1;1;18.711019;0.153846154;0.182952183;0
9;42a;1;1;2.97619;0.004807692;;0.617788462
9;43;1;1;15.667311;0.073500967;0.102514507;0
9;45;1;1;15;0.040865385;0.03125;0.317307692
9;46;1;1;7.486631;0.008849558;0.024336283;0.526548673
9;47;1;1;0;0;0.009493671;0.550632911
9;48a;1;1;71.153846;0.076167076;0.051597052;0.565110565
9;48b;1;1;7.317073;0.024509804;0.031862745;0.117647059
9;49;1;1;22.067039;0.082329317;;0.269076305
9;50a;1;1;71.73913;0.034965035;;0.696969697
9;50b;1;1;24.481328;0.04664723;0.043731778;0.495626822
9;51a;1;1;38.857143;0.154684096;0.061002179;0.244008715
9;51b;1;1;19.574468;0.065934066;0.090659341;0.131868132
9;52a;1;1;23.866348;0.118951613;0.0625;0.205645161
9;52b;1;1;30.917874;0.04516129;0.006451613;0.421505376
9;53a;1;1;36.865342;0.260485651;0.311258278;0
9;53b;1;1;10.638298;0.00952381;;0.864285714
9;54a;1;1;13.084112;0;;0.811563169
9;54b;1;1;11.612903;0.018867925;0.016509434;0.601415094
9;57a;0;1;7.529412;0.04;0.075294118;0
9;57b;0;1;15.970516;0.083538084;0.054054054;0
9;58a;0;0;31.397849;0.148387097;0.2;0
9;58b;0;0;23.201856;0.085846868;0.122969838;0
9;59a;0;0;20.614035;0.149122807;0.048245614;0
9;59b;0;0;16.901408;0.096244131;0.077464789;0
9;60a;0;0;4.710921;0.032119914;0.012847966;0
9;60b;0;0;0;0;0;0
9;61;0;0;28.541667;0.1875;0.1125;0
9;62;0;0;3.769401;0.019955654;0.00443459;0
9;63;0;0;18.27957;0.172043011;0.019354839;0
9;64;0;0;12.138728;0.082851638;0.021194605;0
9;65a;0;0;9.288538;0.045454545;0.045454545;0.001976285
9;65b;0;0;7.4;0.056;0.02;0
9;66;0;0;12.875536;0.103004292;0.012875536;0
9;67;0;0;5.422993;;;
9;68;0;0;13.625866;0.099307159;0.046189376;0
9;69;0;0;33.472803;0.073221757;0.121338912;0
9;70;0;0;14.159292;0.090707965;0.028761062;0
9;71a;0;0;22.244489;0.180360721;0.136272545;0
9;71b;0;0;18.632075;0.129716981;0.091981132;0
9;72;0;0;31.969309;0.291560102;0.112531969;0
9;73;0;0;16.403162;0.124505929;0.071146245;0.015810277
9;74;0;0;7.505519;0.050772627;0.041942605;0
11;3;2;0;17.677643;0.083188908;0.057192374;0
11;4a;2;0;17.555556;0.133333333;0.071111111;0
11;4b;2;0;12.185687;0.056092843;0.075435203;0
11;5a;2;0;32.008368;0.192468619;0.154811715;0
11;5b;2;0;19.542254;0.100352113;0.112676056;0
11;6a;2;0;39.956803;0.240343348;0.107296137;0.002145923
11;6b;2;0;21.428571;0.114130435;0.110507246;0.009057971
11;7;2;0;9.278351;0.065979381;0.096907216;0
11;8;2;0;20.08547;0.14957265;0.121794872;0
11;9a;2;0;97.987928;0.367793241;0.512922465;0.009940358
11;9b;2;0;28.621908;0.190812721;0.190812721;0
11;10;2;0;13.303769;0.115299335;0.090909091;0
11;11;2;0;101.388889;0.44212963;0.451388889;0
11;12a;2;0;15.754923;0.098468271;0.059080963;0.002188184
11;12b;2;0;7.815631;0.046092184;0.052104208;0.006012024
11;13a;2;0;15.109344;0.131212724;0.03777336;0
11;13b;2;0;11.154599;0.068493151;0.1037182;0
11;14;2;0;32.5;0.209615385;0.205769231;0
11;15a;2;0;55;0.271221532;0.418219462;0
11;15b;2;0;39.788732;0.188380282;0.209507042;0
11;19a;1;0;7.407407;0.054580897;0.033138402;0
11;19b;1;0;3.909465;0.028806584;0.024691358;0
11;20a;1;0;2.826087;0.023913043;0.02826087;0
11;20b;1;0;5.598456;0.05019305;0.027027027;0
11;21;1;0;14.62963;0.138888889;;0
11;22a;1;0;20.366599;0.17107943;0.046843177;0
11;22b;1;0;23.69338;0.18466899;0.212543554;0
11;23a;1;0;10.816327;0.108163265;0.03877551;0
11;23b;1;0;10.204082;0.102040816;0.06864564;0
11;24a;1;0;16.181818;0.116363636;0.089090909;0
11;24b;1;0;4.752066;0.024793388;0.035123967;0
11;25;1;0;11.401869;0.089719626;0.078504673;0
11;26;1;0;6.355932;0.050847458;0.065677966;0
11;27a;1;0;59.465021;0.304526749;0.185185185;0
11;27b;1;0;27.115717;0.195164076;0.086355786;0
11;28;1;0;8.536585;0.052845528;0.073170732;0
11;29;1;0;51.633987;0.246187364;0.150326797;0
11;30;1;0;27.158273;0.196043165;0.066546763;0
11;31;1;0;22.290389;0.161554192;;0
11;32a;1;0;34.682081;0.175337187;0.082851638;0
11;32b;1;0;25.524476;0.143356643;0.234265734;0
11;33a;1;0;7.358491;0.066037736;0.024528302;0
11;33b;1;0;7.899461;0.087971275;0.046678636;0
11;34a;1;0;15.217391;0.108695652;0.090062112;0
11;34b;1;0;11.413043;0.119565217;0.148550725;0
11;35a;1;0;27.978339;0.207581227;0.101083032;0
11;35b;1;0;26.375712;0.20683112;0.142314991;0
11;35c;1;0;28.971963;0.189252336;0.140186916;0
11;36;1;1;7.654321;0.047709924;0.036259542;0.229007634
11;37;1;1;0;0;0;0.54155496
11;38;1;1;8.656036;0.0523918;0.082004556;0
11;39;1;1;6.05428;0.066528067;0.020790021;0.020790021
11;40;1;1;18.62069;0.098404255;;0.247340426
11;41a;1;1;14.285714;0.114285714;0.136263736;0
11;41b;1;1;18.711019;0.168399168;0.176715177;0
11;42a;1;1;2.97619;0.004807692;;0.581730769
11;43;1;1;15.667311;0.075435203;0.073500967;0
11;45;1;1;15;0.064903846;0.028846154;0.34375
11;46;1;1;7.486631;0.013274336;0.008849558;0.548672566
11;47;1;1;0;0;0;0.708860759
11;48a;1;1;71.153846;0.105651106;0.046683047;0.44963145
11;48b;1;1;7.317073;0.026960784;0.034313725;0.362745098
11;49;1;1;22.067039;0.098393574;;0.307228916
11;50a;1;1;71.73913;0.037296037;;0.713286713
11;50b;1;1;24.481328;0.043731778;0.020408163;0.489795918
11;51a;1;1;38.857143;0.167755991;0.037037037;0.270152505
11;51b;1;1;19.574468;0.07967033;0.038461538;0.332417582
11;52a;1;1;23.866348;0.120967742;0.106854839;0.183467742
11;52b;1;1;30.917874;0.034408602;0.021505376;0.625806452
11;53a;1;1;36.865342;0.258278146;0.278145695;0
11;53b;1;1;10.638298;0.00952381;0.014285714;0.838095238
11;54a;1;1;13.084112;0.002141328;;0.685224839
11;54b;1;1;11.612903;0.025943396;0.011792453;0.58254717
11;57a;0;1;7.529412;0.051764706;0.032941176;0
11;57b;0;1;15.970516;0.058968059;0.083538084;0.012285012
11;58a;0;0;31.397849;0.210752688;0.124731183;0
11;58b;0;0;23.201856;0.143851508;0.122969838;0
11;59a;0;0;20.614035;0.182017544;0.120614035;0
11;59b;0;0;16.901408;0.122065728;0.100938967;0
11;60a;0;0;4.710921;0.042826552;0.021413276;0
11;60b;0;0;0;0;0;0
11;61;0;0;28.541667;0.208333333;0.170833333;0
11;62;0;0;3.769401;0.035476718;0.011086475;0
11;63;0;0;18.27957;0.174193548;0.107526882;0
11;64;0;0;12.138728;0.119460501;0.094412331;0
11;65a;0;0;9.288538;0.055335968;0.092885375;0
11;65b;0;0;7.4;0.036;0.088;0
11;66;0;0;12.875536;0.105150215;0.098712446;0
11;67;0;0;5.422993;0.04989154;0.028199566;0
11;68;0;0;13.625866;0.133949192;0.094688222;0
11;69;0;0;33.472803;0.19874477;0.269874477;0
11;70;0;0;14.159292;0.10840708;0.132743363;0
11;71a;0;0;22.244489;0.208416834;0.164328657;0
11;71b;0;0;18.632075;0.139150943;0.146226415;0
11;72;0;0;31.969309;0.301790281;0.122762148;0
11;73;0;0;16.403162;0.18972332;0.079051383;0
11;74;0;0;7.505519;0.061810155;0.024282561;0
16;3;2;0;17.677643;0.086655113;0.112651646;0
16;4a;2;0;17.555556;0.171111111;0.146666667;0
16;4b;2;0;12.185687;0.081237911;0.044487427;0.013539652
16;5a;2;0;32.008368;0.255230126;0.052301255;0.006276151
16;5b;2;0;19.542254;0.198943662;0.13556338;0.008802817
16;6a;2;0;39.956803;0.165236052;0.396995708;0.034334764
16;6b;2;0;21.428571;0.137681159;0.148550725;0
16;7;2;0;9.278351;0.105154639;0.04742268;0.004123711
16;8;2;0;20.08547;0.228632479;0.017094017;0.019230769
16;9a;2;0;97.987928;0.129224652;0.566600398;0.117296223
16;9b;2;0;28.621908;0.185512367;0.203180212;0
16;10;2;0;13.303769;0.166297118;0.093126386;0.00886918
16;11;2;0;101.388889;0.365740741;0.574074074;0
16;12a;2;0;15.754923;0.111597374;0.332603939;0.002188184
16;12b;2;0;7.815631;0.052104208;0.148296593;0.004008016
16;13a;2;0;15.109344;0.216699801;0.121272366;0
16;13b;2;0;11.154599;0.099804305;0.119373777;0
16;14;2;0;32.5;0.240384615;0.384615385;0.007692308
16;15a;2;0;55;0.306418219;0.51552795;0
16;15b;2;0;39.788732;0.200704225;0.318661972;0.001760563
16;19a;1;0;7.407407;0.097465887;0.089668616;0.001949318
16;19b;1;0;3.909465;0.04526749;0.072016461;0
16;20a;1;0;2.826087;0.032608696;0.030434783;0
16;20b;1;0;5.598456;0.065637066;0.065637066;0
16;21;1;0;14.62963;0.148148148;0.111111111;0
16;22a;1;0;20.366599;0.244399185;0.258655804;0
16;22b;1;0;23.69338;0.240418118;0.306620209;0.00174216
16;23a;1;0;10.816327;0.140816327;0.075510204;0
16;23b;1;0;10.204082;0.124304267;0.165120594;0
16;24a;1;0;16.181818;0.2;0.14;0
16;24b;1;0;4.752066;0.045454545;0.070247934;0
16;25;1;0;11.401869;0.125233645;0.168224299;0
16;26;1;0;6.355932;0.082627119;0.103813559;0
16;27a;1;0;59.465021;0.355967078;0.491769547;0.018518519
16;27b;1;0;27.115717;0.208981002;0.293609672;0
16;28;1;0;8.536585;0.115853659;0.117886179;0.00203252
16;29;1;0;51.633987;0.272331155;0.396514161;0.002178649
16;30;1;0;27.158273;0.257194245;0.230215827;0
16;31;1;0;22.290389;0.253578732;0.214723926;0
16;32a;1;0;34.682081;0.260115607;0.292870906;0
16;32b;1;0;25.524476;0.202797203;0.34965035;0.001748252
16;33a;1;0;7.358491;0.11509434;0.118867925;0.001886792
16;33b;1;0;7.899461;0.12567325;0.136445242;0
16;34a;1;0;15.217391;0.149068323;0.222049689;0
16;34b;1;0;11.413043;0.115942029;0.184782609;0
16;35a;1;0;27.978339;0.24368231;0.247292419;0
16;35b;1;0;26.375712;0.24288425;0.261859583;0
16;35c;1;0;28.971963;0.245327103;0.313084112;0
16;36;1;1;7.654321;0.070610687;0.028625954;0.301526718
16;37;1;1;0;0.00536193;;0.603217158
16;38;1;1;8.656036;0.111617312;0.116173121;0
16;39;1;1;6.05428;0.118503119;0.06029106;0.083160083
16;40;1;1;18.62069;0.130319149;0.119680851;0.252659574
16;41a;1;1;14.285714;0.184615385;0.167032967;0.002197802
16;41b;1;1;18.711019;0.272349272;0.226611227;0
16;42a;1;1;2.97619;0.016826923;;0.612980769
16;43;1;1;15.667311;0.164410058;0.205029014;0
16;45;1;1;15;0.074519231;0.052884615;0.358173077
16;46;1;1;7.486631;0.037610619;;0.586283186
16;47;1;1;0;0.003164557;;0.768987342
16;48a;1;1;71.153846;0.117936118;0.041769042;0.663390663
16;48b;1;1;7.317073;0.017156863;;0.492647059
16;49;1;1;22.067039;0.118473896;0.020080321;0.36746988
16;50a;1;1;71.73913;0.020979021;;0.818181818
16;50b;1;1;24.481328;;;
16;51a;1;1;38.857143;0.17211329;0.413943355;0
16;51b;1;1;19.574468;0.181318681;0.21978022;0.412087912
16;52a;1;1;23.866348;0.185483871;0.151209677;0.227822581
16;52b;1;1;30.917874;;;
16;53a;1;1;36.865342;0.322295806;0.233995585;0
16;53b;1;1;10.638298;0.00952381;;0.9
16;54a;1;1;13.084112;0;0.004282655;0.728051392
16;54b;1;1;11.612903;0.028301887;0.070754717;0.643867925
16;57a;0;1;7.529412;0.101176471;0.047058824;0
16;57b;0;1;15.970516;0.171990172;0.088452088;0
16;58a;0;0;31.397849;0.28172043;0.27311828;0
16;58b;0;0;23.201856;0.187935035;0.167053364;0
16;59a;0;0;20.614035;0.212719298;0.208333333;0
16;59b;0;0;16.901408;0.178403756;0.204225352;0
16;60a;0;0;4.710921;0.077087794;0.029978587;0.017130621
16;60b;0;0;0;0.002057613;;0
16;61;0;0;28.541667;0.260416667;0.29375;0
16;62;0;0;3.769401;0.048780488;0.048780488;0
16;63;0;0;18.27957;0.208602151;0.152688172;0
16;64;0;0;12.138728;0.154142582;0.132947977;0
16;65a;0;0;9.288538;0.088932806;0.138339921;0.005928854
16;65b;0;0;7.4;0.084;0.138;0
16;66;0;0;12.875536;0.160944206;0.111587983;0
16;67;0;0;5.422993;0.073752711;0.084598698;0
16;68;0;0;13.625866;0.140877598;0.170900693;0
16;69;0;0;33.472803;0.280334728;0.345188285;0
16;70;0;0;14.159292;0.168141593;0.134955752;0
16;71a;0;0;22.244489;0.270541082;0.22244489;0
16;71b;0;0;18.632075;0.212264151;0.188679245;0
16;72;0;0;31.969309;0.322250639;0.202046036;0
16;73;0;0;16.403162;0.225296443;0.055335968;0.039525692
16;74;0;0;7.505519;0.099337748;0.079470199;0
