DOY;jour;mois;annee;Tmoy;Tmin;Tmax;RH;Rhmin;Rhmax;u;P;Rg;Irrigation;Eto_FAO56
172;21;6;2007;19.7;0;0;63.35416667;0;0;0.697627371;0;2847;0;5.6
173;22;6;2007;20.3;0;0;58.30208333;0;0;0.6944445;0;2899;0;5.7
174;23;6;2007;20;0;0;54.17708333;0;0;0.764467654;0;2947;0;5.8
175;24;6;2007;18.9;0;0;53.84375;0;0;0.793981545;0;2941;0;5.8
176;25;6;2007;21.7;0;0;51.6875;0;0;0.725983854;0;2923;0;6
177;26;6;2007;18.8;0;0;66.26041667;0;0;0.809895898;0;2900;5.6;5.4
178;27;6;2007;18.9;0;0;65.71875;0;0;0.897280164;0;2856;0;5.4
179;28;6;2007;20.4;0;0;63.60416667;0;0;0.88888896;0;2925;0;5.8
180;29;6;2007;20.5;0;0;65.5;0;0;0.889467664;0;2732;0;5.4
181;30;6;2007;18.9;0;0;62.71875;0;0;0.912615814;0;2924;0;5.6
182;1;7;2007;19.2;0;0;58.39583333;0;0;0.800347286;0;2932;0;5.7
183;2;7;2007;22;0;0;53.36458333;0;0;0.647858848;0;2922;0;6
184;3;7;2007;22.2;0;0;64.57291667;0;0;0.629050976;0;2912;6.1;5.8
185;4;7;2007;24.9;0;0;60.30208333;0;0;0.455150499;0;2908;0;6
186;5;7;2007;25.5;0;0;59.71875;0;0;0.490162076;0;2819;0;6
187;6;7;2007;21.2;0;0;68.89583333;0;0;0.780092655;0;2830;0;5.6
188;7;7;2007;17.9;0;0;74.16666667;0;0;0.835937567;0;2188;0;4
189;8;7;2007;19.9;0;0;69.04166667;0;0;0.664062553;0;2610;0;5
190;9;7;2007;19.3;0;0;69.64583333;0;0;0.657118108;0;2683;0;5
191;10;7;2007;18.1;0;0;72.29166667;0;0;0.603588011;0;2098;10.3;4
192;11;7;2007;20.3;0;0;64.69791667;0;0;0.813946824;0;2520;0;4.9
193;12;7;2007;20;0;0;61.92708333;0;0;0.701099593;0;2910;0;5.6
194;13;7;2007;21.3;0;0;62.09375;0;0;0.6944445;0;2883;0;5.8
195;14;7;2007;20.2;0;0;71.26041667;0;0;0.759838024;0;2707;0;5.4
196;15;7;2007;22;0;0;65.14583333;0;0;0.711516261;0;2818;0;5.8
197;16;7;2007;20.3;0;0;66.14583333;0;0;0.916956092;0;2842;0;5.6
198;17;7;2007;20.6;0;0;67.19791667;0;0;0.609664401;0;2650;6.2;5.2
199;18;7;2007;21.9;0;0;67.66666667;0;0;0.792245434;0.2;2343;0;4.7
200;19;7;2007;20.9;0;0;63.95833333;0;0;0.699652834;0;2804;0;5.6
201;20;7;2007;21.6;0;0;63.8125;0;0;0.658564868;0;2792;0;5.5
202;21;7;2007;22.4;0;0;66.71875;0;0;0.781250063;0;2804;0;5.6
203;22;7;2007;23.3;0;0;66.79166667;0;0;0.723669039;0;2791;0;5.7
204;23;7;2007;24.1;0;0;64.91666667;0;0;0.653645886;0;2802;0;5.7
205;24;7;2007;21.2;0;0;70.55208333;0;0;0.833044048;0;2572;5.8;5
206;25;7;2007;18.9;0;0;76.46875;0;0;0.783854229;0;2156;0;4
207;26;7;2007;19.4;0;0;73.51041667;0;0;0.668113479;0;2277;0;4.3
208;27;7;2007;20.5;0;0;70.04166667;0;0;0.608796345;0;2521;5.9;4.9
209;28;7;2007;20.9;0;0;68.77083333;0;0;0.644386626;0;2596;0;5.1
210;29;7;2007;20.3;0;0;69.9375;0;0;0.653935238;0;2591;0;4.9
211;30;7;2007;21.5;0;0;67.6875;0;0;0.513020874;0;2518;5.7;4.9
212;31;7;2007;19.1;0;0;72.91666667;0;0;0.678819499;0;2721;0;5
213;1;8;2007;19.8;0;0;70.03125;0;0;0.550057914;0;2510;0;4.8
214;2;8;2007;19.6;0;0;67.71875;0;0;0.660300979;0;2474;0;4.8
215;3;8;2007;19.3;0;0;71.15625;0;0;0.449652814;0;2498;0;4.8
216;4;8;2007;21.5;0;0;63.73958333;0;0;0.563078749;0;2695;0;5.4
217;5;8;2007;17.1;0;0;74.05208333;0;0;1.168402871;0;2238;0;3.9
218;6;8;2007;16.4;0;0;76.29166667;0;0;0.651909774;0;1282;4;2.3
219;7;8;2007;17.9;0;0;73.25;0;0;0.776041729;0;2271;0;4.2
220;8;8;2007;17.6;0;0;75.27083333;0;0;0.693865796;0;2186;0;4
221;9;8;2007;19.4;0;0;71.64583333;0;0;0.582175973;0;2277;0;4.3
222;10;8;2007;20.7;0;0;66.42708333;0;0;0.618055605;0;2531;0;4.9
223;11;8;2007;19.1;0;0;68.29166667;0;0;0.938368131;0;2559;1.8;4.8
224;12;8;2007;18.6;0;0;65.53125;0;0;0.619502364;0;2464;0;4.7
225;13;8;2007;19.3;0;0;59.45833333;0;0;0.581886621;0;2655;0;5.2
226;14;8;2007;19.9;0;0;60.80208333;0;0;0.6018519;0;2671;0;5.3
227;15;8;2007;20.6;0;0;61.72916667;0;0;0.677372739;0;2667;0;5.3
228;16;8;2007;20.5;0;0;62.84375;0;0;0.702835704;0;2642;0;5.3
229;17;8;2007;20.4;0;0;56.82638889;0;0;0.573688318;0;2675;7.8;5.3
230;18;8;2007;19.6;0;0;60.88541667;0;0;0.793692193;0;2628;0;5.2
231;19;8;2007;21.1;0;0;64.48958333;0;0;0.558159767;0;2602;0;5.1
232;20;8;2007;22.4;0;0;69.15625;0;0;0.563368101;0;2486;0;5.1
233;21;8;2007;23.7;0;0;66.13541667;0;0;0.593460696;0;2569;5.5;5.3
234;22;8;2007;22.9;0;0;67.64583333;0;0;0.482928279;0;2480;0;5
235;23;8;2007;20.6;0;0;70.65625;0;0;0.542824118;0;2479;0;4.7
236;24;8;2007;19.8;0;0;71.57083333;0;0;0.529398191;0;2425;0;4.6
237;25;8;2007;19.2;0;0;69.9375;0;0;0.711516261;0;2354;4.5;4.5
238;26;8;2007;17.9;0;0;75.01041667;0;0;0.609953753;0;2251;0;4.1
239;27;8;2007;19.2;0;0;70.36458333;0;0;0.404224569;0;2292;2.9;4.4
240;28;8;2007;23.6;0;0;57.53125;0;0;0.378761604;0;2398;4.8;4.8
241;29;8;2007;26.6;0;0;47.5;0;0;0.387152809;0;2398;0;5
242;30;8;2007;26.4;0;0;51.28125;0;0;0.438078739;0;2337;0;4.9
243;31;8;2007;25;0;0;51.97916667;0;0;0.569733842;0;2322;0;4.8
244;1;9;2007;23.3;0;0;58.34375;0;0;0.464988463;0;2420;0;4.9
245;2;9;2007;23.2;0;0;57.22916667;0;0;0.419849571;0;2417;0;4.9
246;3;9;2007;21.7;0;0;64.53125;0;0;0.610243104;0;2391;0;4.8
247;4;9;2007;21.2;0;0;67.89583333;0;0;0.730613484;0;2357;0;4.7
248;5;9;2007;23;0;0;55.8125;0;0;0.522858838;0;2069;0;4.3
249;6;9;2007;21.4;0;0;26.38544444;0;0;1.002298142;0;2122;0;4.4
250;7;9;2007;19;0;0;12.861125;0;0;1.066650844;0;1629;0;3.1
251;8;9;2007;18.7;0;0;13.83293056;0;0;0.633735261;0;2096;4.9;3.8
252;9;9;2007;18.2;0;0;15.80891667;0;0;1.12240922;0;2114;0;3.9
253;10;9;2007;19.4;0;0;30.40625;0;0;0.988171001;0;2114;0;4
254;11;9;2007;18.4;0;0;74.27083333;0;0;0.673900517;0;2027;0;3.8
255;12;9;2007;17.6;0;0;77.91666667;0;0;0.541088006;0;1425;4.9;2.6
256;13;9;2007;19.2;0;0;66.10416667;0;0;0.699363482;0;2177;0;4
257;14;9;2007;18;0;0;68.32291667;0;0;0.510995411;0;2096;0;3.9
258;15;9;2007;16.5;0;0;71.65625;0;0;0.627314865;0;2198;0;3.9
259;16;9;2007;18.2;0;0;70.63541667;0;0;0.507812541;0;2111;0;3.8
260;17;9;2007;18;0;0;70.09375;0;0;0.432002349;0;2113;4.9;3.8
261;18;9;2007;17.8;0;0;72.10416667;0;0;0.706018575;0;1945;0;3.5
262;19;9;2007;15.4;0;0;66.39583333;0;0;0.706307927;0;2123;0;3.8
263;20;9;2007;13.7;0;0;74.54166667;0;0;0.199652794;0.4;1241;0;2
264;21;9;2007;17.5;0;0;58.91666667;0;0;0.5092593;0;2096;0;3.8
265;22;9;2007;15.1;0;0;81.44791667;0;0;0.235243074;0.4;588;0;0.9
266;23;9;2007;16.5;0;0;77.6875;0;0;0.31018521;0;1272;0;2.2
267;24;9;2007;17.5;0;0;61.73958333;0;0;0.405671329;0;2054;0;3.7
268;25;9;2007;18.4;0;0;48.94791667;0;0;0.383391234;0;2041;5.3;3.7
269;26;9;2007;20.5;0;0;41.19791667;0;0;0.363715307;0;2023;0;3.8
270;27;9;2007;18.9;0;0;50.5625;0;0;0.674479221;0;1976;0;3.8
271;28;9;2007;14.5;0;0;74.6875;0;0;0.692997741;0;1115;0;2
272;29;9;2007;14.8;0;0;54.75;0;0;0.436342628;0;2003;0;3.4
273;30;9;2007;15.3;0;0;50.52083333;0;0;0.450520869;0;1964;0;3.5
274;1;10;2007;18.1;0;0;60.04166667;0;0;0.345196787;0;1544;0;2.7
275;2;10;2007;17.6;0;0;49.97916667;0;0;0.354745399;0;1947;0;3.5
276;3;10;2007;15.7;0;0;66.54166667;0;0;0.501736151;0;1916;0;3.4
277;4;10;2007;13.3;0;0;62.57291667;0;0;0.826678307;0;1835;0;3.1
278;5;10;2007;11.2;0;0;72.4375;0;0;0.38425929;0.4;1571;0;2.4
279;6;10;2007;13.4;0;0;58.01041667;0;0;0.367187529;0;1855;0;3.1
280;7;10;2007;14.9;0;0;54.58333333;0;0;0.439236146;0;1851;0;3.2
281;8;10;2007;16.4;0;0;61.86458333;0;0;0.30092595;0;1833;0;3.1
282;9;10;2007;14.2;0;0;78.5;0;0;0.558159767;9.6;1025;0;1.7
283;10;10;2007;14.9;0;0;82.19791667;0;0;0.443287073;12.6;1275;0;2
284;11;10;2007;14.1;0;0;76.80208333;0;0;0.229745389;0;1337;0;2.1
285;12;10;2007;12.1;0;0;91.39583333;0;0;0.304687524;16.8;429;0;0.6
286;13;10;2007;14.9;0;0;77.32291667;0;0;0.361979196;0;1719;0;2.8
287;14;10;2007;14;0;0;82.35416667;0;0;0.284432893;0;1643;0;2.6
288;15;10;2007;13;0;0;90.27083333;0;0;0.290219931;0;615;0;0.9
289;16;10;2007;12;0;0;94.33333333;0;0;0.388020864;6.6;483;0;0.7
290;17;10;2007;12.8;0;0;83.72915833;0;0;0.267071781;3.6;1313;0;2.1
291;18;10;2007;15.1;0;0;80.91666667;0;0;0.357060214;0;1161;0;1.8
292;19;10;2007;15.8;0;0;95.11458333;0;0;0.610532456;5;440;0;0.8
293;20;10;2007;12.9;0;0;73.57291667;0;0;0.445312536;0;1304;0;2.1
294;21;10;2007;17.3;0;0;34.70833333;0;0;1.054108881;0;1440;0;2.7
295;22;10;2007;18.2;0;0;46.23958333;0;0;0.330729193;0;1618;0;2.6
296;23;10;2007;18.4;0;0;54.66666667;0;0;0.184027793;0;1592;0;2.6
297;24;10;2007;18.5;0;0;60.85416667;0;0;0.198495386;0;1546;0;2.5
298;25;10;2007;15.1;0;0;77.83333333;0;0;0.436631979;0;1376;0;2.2
299;26;10;2007;14.1;0;0;80.60416667;0;0;0.310763914;0;1325;0;2
300;27;10;2007;13;0;0;81.41666667;0;0;0.246238446;0;1211;0;1.8
301;28;10;2007;16.2;0;0;73.53570833;0;0;0.157025475;0;1419;0;2.2
302;29;10;2007;13.9;0;0;84.38541667;0;0;0.580729213;0;1243;42.5;1.8
303;30;10;2007;12.8;0;0;86.92708333;0;0;0.133391214;0;651;0;0.9
304;31;10;2007;12;0;0;92.57291667;0;0;0.113715287;0;704;0;0.9
305;1;11;2007;12.8;0;0;89.39582083;0;0;0.188657423;0.2;997;0;1.4
306;2;11;2007;13.6;0;0;73.489575;0;0;0.214409739;0;1363;0;2.1
307;3;11;2007;14;0;0;64.64583333;0;0;0.264756966;0;1400;0;2.1
308;4;11;2007;14.5;0;0;62.36458333;0;0;0.173900477;0;1250;0;2
309;5;11;2007;13;0;0;74.23958333;0;0;0.218171314;0;1339;0;2.1
310;6;11;2007;11;0;0;88.36458333;0;0;0.137442141;0;946;0;1.3
311;7;11;2007;10.6;0;0;88.10415833;0;0;0.22685187;0.2;1199;0;1.7
312;8;11;2007;11.4;0;0;87.98958333;0;0;0.165798624;0;454;0;0.6
313;9;11;2007;11.8;0;0;82.80208333;0;0;0.219907425;0;960;0;1.3
314;10;11;2007;10.7;0;0;98.27082917;0;0;0.047453708;17.2;333;0;0.4
315;11;11;2007;13.2;0;0;77.07289583;0;0;0.512152819;3.8;1241;0;1.9
316;12;11;2007;11.3;0;0;71.4375;0;0;0.13425927;0;980;0;1.3
317;13;11;2007;15.2;0;0;82.27083333;0;0;0.138599548;0;1270;0;1.9
318;14;11;2007;14.9;0;0;84.15624583;0;0;0.153645846;0;1230;0;1.9
319;15;11;2007;14;0;0;87.62499583;0;0;0.251157428;0;1175;0;1.7
320;16;11;2007;13.1;0;0;91.75;0;0;0.201099553;0;770;0;1
321;17;11;2007;12.2;0;0;93.3333;0;0;0.070312506;0;754;0;1
322;18;11;2007;12.9;0;0;93.76037917;0;0;0.073784728;0.4;651;0;0.9
323;19;11;2007;11.3;0;0;94.34373333;0;0;0.22685187;0.6;517;0;0.7
324;20;11;2007;9;0;0;71.72916667;0;0;0.245659742;0;1206;0;1.6
325;21;11;2007;7.4;0;0;65.69791667;0;0;0.219039369;0;1184;0;1.6
326;22;11;2007;8.4;0;0;61.28125;0;0;0.303819469;0;1201;0;1.7
327;23;11;2007;13.3;0;0;25.57291667;0;0;1.140625091;0;1213;0;2.4
328;24;11;2007;7.8;0;0;59.91666667;0;0;0.192418997;0;932;0;1.2
329;25;11;2007;8;0;0;71.65625;0;0;0.132233807;0;602;0;0.7
330;26;11;2007;7.7;0;0;74.125;0;0;0.084201396;0;916;0;1.1
331;27;11;2007;10.9;0;0;59.3125;0;0;0.5555556;0;1104;0;1.8
332;28;11;2007;11.7;0;0;42.01041667;0;0;0.739294041;0;1125;0;1.8
333;29;11;2007;7.7;0;0;67.85416667;0;0;0.214699091;0;1081;0;1.4
334;30;11;2007;5.3;0;0;74.77083333;0;0;0.320601878;0;1101;0;1.3
335;1;12;2007;3.8;0;0;80.59375;0;0;0.432581053;0;1108;0;1.3
336;2;12;2007;9.9;0;0;75.03124583;0;0;0.894097294;0.2;467;0;1
337;3;12;2007;14.7;0;0;63.72916667;0;0;0.785300989;0;489;0;1.1
338;4;12;2007;13.1;0;0;98.0104125;0;0;0.082175933;8;339;0;0.6
339;5;12;2007;12.3;0;0;92.93746667;0;0;0.158854179;0.4;749;0;1
340;6;12;2007;9.4;0;0;99.46294074;0;0;0.041923872;0;46;0;0
